"id","login","avatar_url","html_url","type","score"
26191882,"evanhzh","https://avatars.githubusercontent.com/u/26191882?v=4","https://github.com/evanhzh","User",1
19374307,"ewdieckman","https://avatars.githubusercontent.com/u/19374307?v=4","https://github.com/ewdieckman","User",1
8473871,"ewerte","https://avatars.githubusercontent.com/u/8473871?v=4","https://github.com/ewerte","User",1
135274488,"Eysselit","https://avatars.githubusercontent.com/u/135274488?v=4","https://github.com/Eysselit","User",1
18610539,"fangliancheng","https://avatars.githubusercontent.com/u/18610539?v=4","https://github.com/fangliancheng","User",1
123211767,"fati-m","https://avatars.githubusercontent.com/u/123211767?v=4","https://github.com/fati-m","User",1
101361630,"fboelter","https://avatars.githubusercontent.com/u/101361630?v=4","https://github.com/fboelter","User",1
26293171,"feji3769","https://avatars.githubusercontent.com/u/26293171?v=4","https://github.com/feji3769","User",1
37095665,"fernando-acosta","https://avatars.githubusercontent.com/u/37095665?v=4","https://github.com/fernando-acosta","User",1
72641935,"FestiveNeira","https://avatars.githubusercontent.com/u/72641935?v=4","https://github.com/FestiveNeira","User",1
1881825,"fielddaylab","https://avatars.githubusercontent.com/u/1881825?v=4","https://github.com/fielddaylab","Organization",1
